feature,importance_mean,importance_std,val_imp_0,val_imp_1,val_imp_2,val_imp_3,val_imp_4
REG_CITY_NOT_WORK_CITY,9.025813118324067e-06,1.3027874768770067e-05,-1.759815970392431e-06,-9.205354046248893e-06,2.4495361618415146e-05,2.1666781466311846e-05,9.932092523534664e-06
NAME_INCOME_TYPE_Maternity leave,8.625386099470056e-06,9.147900524342953e-06,6.056046861768749e-07,5.47191324107299e-06,5.824595149306333e-06,4.688175667455496e-06,2.6536641753338586e-05
LIVE_CITY_NOT_WORK_CITY,8.326176999062796e-06,1.3802421376133572e-05,-9.614864987406158e-06,-5.999154881530799e-06,2.5507095577248506e-05,1.873845289590559e-05,1.2999356391096839e-05
NONLIVINGAREA_MODE,8.28707609088486e-06,2.430970739190826e-05,-3.3917424803631135e-05,6.911140422172224e-07,3.7979210327887536e-05,1.4335272709775637e-05,2.2347208178175038e-05
COMMONAREA_MEDI,7.808228158112663e-06,1.3180320868129314e-05,-1.822157629138843e-05,1.4606018417073763e-05,1.7979652427113635e-05,1.2749985344950865e-05,1.1927060892813479e-05
LANDAREA_AVG,6.542035647738587e-06,1.7952221307136137e-05,1.0070849692289663e-05,3.093269705245483e-05,-2.4010869300150617e-05,2.066217239415913e-06,1.3651283554683147e-05
YEARS_BUILD_MEDI,6.438717980739028e-06,2.8505163388823893e-05,1.1994535165871234e-05,3.334803375654172e-05,-4.841360738705447e-05,1.2714360909882316e-05,2.2550267458454343e-05
LIVE_REGION_NOT_WORK_REGION,5.905749853107878e-06,1.6133903019432596e-05,1.9507595654277843e-05,-2.1339036663015065e-05,1.9205132996691354e-05,1.6009621162327292e-05,-3.854563884742035e-06
ORGANIZATION_TYPE_Realtor,5.80675842085654e-06,2.2968930659271782e-05,6.9288300853509455e-06,1.0797766298087375e-05,-3.785808724809936e-05,2.4623609584772943e-05,2.4541673384170792e-05
ORGANIZATION_TYPE_Trade: type 4,5.629340139234884e-06,3.2313187163157654e-06,9.35837359095082e-06,1.0580457243669628e-06,8.93460833906179e-06,3.0850760850409387e-06,5.7105969567539105e-06
COMMONAREA_MODE,5.016621050857317e-06,2.7518847921554832e-06,3.3664495787677495e-06,5.6108485382289075e-06,2.287088737507048e-06,1.0085277594718e-05,3.7334408050648804e-06
FLAG_DOCUMENT_10,4.7815126454020526e-06,6.822043613851767e-06,-2.707409185731535e-07,8.200744974651286e-06,-1.0616081677072842e-06,1.6686485430517095e-05,3.526819081223209e-07
REG_REGION_NOT_WORK_REGION,4.2036695502289945e-06,2.757741481072589e-06,3.900806654799638e-06,7.399195183444007e-06,5.728409174343696e-06,4.7914865295428655e-06,-8.015497909852343e-07
ELEVATORS_MODE,3.5751683796103608e-06,2.2035963347608003e-05,2.8249677417546692e-05,1.3836530617483689e-05,1.5835061430213848e-05,-3.501881976575305e-05,-5.026607801439376e-06
ORGANIZATION_TYPE_Mobile,3.4925808094721234e-06,5.871020281727913e-06,1.0972131960440556e-05,-1.78122175820139e-06,6.18796438800473e-06,-4.8449231822011996e-06,6.92895263931792e-06
ORGANIZATION_TYPE_Legal Services,3.4420502405430044e-06,1.925493576281977e-05,-4.894710816105707e-06,-1.889876285432468e-05,-8.343242715147525e-06,1.3612096675830188e-05,3.5734870912462746e-05
FLAG_DOCUMENT_4,2.9190534515333156e-06,1.5236419431058974e-06,3.608691453216295e-06,2.4331489216766755e-06,8.62111330990345e-07,5.4184765883036334e-06,2.2728389634796287e-06
YEARS_BEGINEXPLUATATION_MEDI,2.8613548465727943e-06,7.78536935961253e-06,-6.056046852886965e-08,-1.78122175820139e-06,-7.274509660426531e-06,9.10560562772389e-06,1.4317460492296874e-05
FLAG_DOCUMENT_9,2.255029430120459e-06,1.2793602741527012e-05,-7.587870478609204e-07,1.1114823771363191e-06,-1.9458066486066627e-05,1.4217712073660849e-05,1.6162806233732674e-05
FLAG_DOCUMENT_17,2.2171598955900152e-06,3.341873198956406e-05,2.9667504859220983e-05,-4.1776775116186826e-05,2.6052149435074057e-05,-3.534300212570951e-05,3.248592242555137e-05
FLAG_DOCUMENT_11,2.195185268560884e-06,3.2145970252973415e-05,-2.140990684407207e-06,4.0907538898293794e-05,2.3754373367101955e-05,-5.423464009290946e-05,2.689644854725337e-06
NONLIVINGAPARTMENTS_MEDI,2.173101370073205e-06,3.1791128424924992e-06,-3.060084855177614e-06,4.050498278229675e-06,6.487209643357694e-06,2.21940231059925e-06,1.1684814733570192e-06
NONLIVINGAREA_AVG,2.0542091874409253e-06,1.910192573604681e-05,-2.9471573931294515e-05,1.9023448377342156e-05,-2.9105163528164724e-06,2.4609359810856546e-05,-9.796719668830889e-07
ORGANIZATION_TYPE_Construction,2.0469735923622777e-06,2.020499336797736e-06,1.8239388194229988e-06,4.435242177969201e-06,1.186293691057827e-06,3.95074985959365e-06,-1.1613565862322872e-06
ORGANIZATION_TYPE_Industry: type 3,1.760556321883655e-06,4.534324500507542e-06,9.226565511610829e-07,-3.3166349135971274e-06,-1.4784140591750372e-06,2.878454361088245e-06,9.796719669941112e-06
ORGANIZATION_TYPE_Postal,1.7491583299111824e-06,3.592851546563006e-06,4.06111377748708e-07,3.783315014382893e-06,7.146261693846689e-06,-3.633692386761922e-06,1.0437959503395433e-06
FLAG_DOCUMENT_20,1.4142354843649229e-06,1.543051335706952e-05,1.543223235478397e-05,6.814954446765498e-06,-2.868123275012735e-05,7.776814196169823e-06,5.728409174232674e-06
ORGANIZATION_TYPE_Transport: type 4,1.410738495311037e-06,2.572605032952813e-06,-3.070771996793731e-06,1.0188588457360481e-06,4.848485625652543e-06,2.0769045699919886e-06,2.1802154319683353e-06
ORGANIZATION_TYPE_Agriculture,1.3693950964288604e-06,2.3326574893108064e-06,2.3155473294345086e-06,-2.112529005282582e-06,4.517178378682374e-06,2.4937104614597416e-06,-3.6693168214974037e-07
ORGANIZATION_TYPE_Telecom,1.2475483628371364e-06,4.666573757751631e-06,5.471816458157974e-06,-5.671410078011974e-06,-1.8275335238460144e-06,7.053638162335396e-06,1.2112307955502999e-06
ORGANIZATION_TYPE_Business Entity Type 3,1.1805903409767282e-06,1.5973400571334455e-06,9.725298782958802e-07,-1.7598470971602609e-06,2.807205490951148e-06,2.3049009549858113e-06,1.5781624778110626e-06
ORGANIZATION_TYPE_Industry: type 4,1.0601695299872204e-06,5.155592834725725e-06,3.8616204692809575e-06,-7.256697442725724e-06,5.77472093998832e-06,5.543162111321109e-06,-2.6219584279285613e-06
NONLIVINGAPARTMENTS_AVG,1.0074596061393493e-06,8.239559351141971e-07,-1.6386950330016248e-07,4.2036833491909675e-07,1.0865452726438463e-06,2.2087149801341965e-06,1.4855389462997692e-06
ORGANIZATION_TYPE_Government,9.97481651565657e-07,1.1429444353992372e-06,7.160384817295196e-07,-4.7380498768845314e-07,2.4687733568562464e-06,2.158840770816184e-06,1.1756063611478851e-07
ORGANIZATION_TYPE_Other,9.062902554646258e-07,1.3099498956302058e-06,-1.3073936458996016e-06,1.139981925524225e-07,2.069779682978279e-06,1.8453457413247776e-06,1.8097213063672513e-06
ORGANIZATION_TYPE_Business Entity Type 2,8.813493072912238e-07,1.438237928729977e-06,-2.208675913273339e-07,1.9023448377675223e-06,2.8784543611992675e-06,-1.1399819253021803e-06,9.867968541188432e-07
ORGANIZATION_TYPE_Industry: type 11,8.393216101687529e-07,2.365350216828962e-06,-2.803593458611253e-06,2.3049009549858113e-06,-7.979873476449129e-07,3.8866258762482175e-06,1.6066620258659015e-06
ORGANIZATION_TYPE_Medicine,8.25770235923784e-07,1.2044575045768308e-06,1.1791479478384659e-06,-1.1756063602597067e-06,1.40716518903794e-06,2.411774260524524e-06,3.0637014247769656e-07
ORGANIZATION_TYPE_Business Entity Type 1,8.179346243641916e-07,1.5817389309658647e-06,6.804146768235597e-07,-2.1588407710382285e-06,2.3298380597003288e-06,1.4463520675578323e-06,1.7919090887774658e-06
ORGANIZATION_TYPE_Kindergarten,7.303002403924452e-07,8.985190043269071e-07,1.923685474247705e-07,-3.13495029380384e-07,4.880547617158726e-07,9.58297305952982e-07,2.326275616248985e-06
ORGANIZATION_TYPE_Security,7.260238589656964e-07,1.2539183887936031e-06,6.02042305786199e-07,1.3501660925951953e-06,-1.6280366867960083e-06,1.3394787621301418e-06,1.9664688211129544e-06
CODE_GENDER_XNA,7.189004085583761e-07,6.07538339394225e-07,1.959309279264687e-07,1.3964778584618642e-06,8.157995652346983e-07,1.3252289882137447e-06,-1.3893529704489538e-07
ORGANIZATION_TYPE_Trade: type 1,6.626031523015996e-07,6.395321633448101e-06,3.2061424559692853e-06,4.884110060832114e-06,-1.2062433746296009e-05,3.1313878507965853e-06,4.153809140206022e-06
ORGANIZATION_TYPE_Transport: type 2,5.5003753611782e-07,8.263881577182441e-07,1.0580270104476597e-06,4.417429959602259e-07,1.4142900759406274e-06,-9.761095234317452e-07,8.122371216723323e-07
ORGANIZATION_TYPE_Trade: type 3,4.2253823844262685e-07,5.926630337242647e-06,-9.16956742413877e-06,5.771158496425954e-06,8.585488875390013e-07,-2.5507095576804417e-06,7.2032607900673895e-06
ORGANIZATION_TYPE_Self-employed,4.068350191843706e-07,2.5141575139748247e-06,-1.1221498595892498e-06,-1.7847842016527338e-06,5.08360689788212e-06,-1.1043574901226094e-06,9.618597494043257e-07
OCCUPATION_TYPE_IT staff,3.127799699242928e-07,2.28118596790224e-07,7.267256233456365e-07,3.5624435179570924e-08,2.600583768330722e-07,2.1730905441774695e-07,3.241823598454374e-07
ORGANIZATION_TYPE_School,2.721721717113823e-07,7.104701930082577e-07,-4.2036089975550084e-07,6.127402848443708e-07,-8.549864427553899e-08,1.5069136073408984e-06,-2.5293348959731787e-07
ORGANIZATION_TYPE_Housing,2.621973046457171e-07,4.430730723150123e-06,-4.132361387521044e-07,-8.104558999577627e-06,2.73239417702964e-06,3.566005959854124e-06,3.530381524674553e-06
CODE_GENDER_M,2.586333489151826e-07,1.9150716710550006e-07,1.4249522117815161e-08,4.595552135500114e-07,2.27996385104845e-07,4.951796487295823e-07,9.618597507365934e-08
BASEMENTAREA_MEDI,2.40951372409981e-07,1.8868571256068836e-05,-3.680295301389247e-05,1.3911341931294174e-05,8.727986615109096e-06,1.2051746415719933e-05,3.316634913819172e-06
NAME_EDUCATION_TYPE_Academic degree,2.4081750196192073e-07,1.5235724905570055e-06,1.0402151079391686e-06,8.514240004142692e-07,-2.757331281522113e-06,1.4499145111201983e-06,6.198651718580805e-07
ORGANIZATION_TYPE_Culture,1.2540048179854324e-07,3.3711563920438448e-06,-6.982265792210285e-07,-6.109590630520856e-06,2.9425783445446996e-06,1.8346584108597241e-06,2.657582863330177e-06
OCCUPATION_TYPE_High skill tech staff,1.1328556521750244e-07,1.827280600064329e-07,3.9186185629702663e-08,2.671832637357596e-07,3.776190127258161e-07,7.124887013709724e-09,-1.2468552301747593e-07
CODE_GENDER_F,7.124895859966784e-08,1.0861648192568194e-07,-2.49366634008652e-08,1.1756063611478851e-07,3.562443540161553e-08,2.600583765000053e-07,-3.206199161720491e-08
NAME_EDUCATION_TYPE_Lower secondary,7.124779919376322e-08,3.177164588052974e-07,3.0280234308843745e-07,2.0662172395269351e-07,-5.02304535743292e-07,3.776190127258161e-07,-2.8499548054838897e-08
ORGANIZATION_TYPE_Services,6.697542513922627e-08,3.687384159708068e-06,-4.2036089975550084e-07,-6.7579553505447976e-06,1.0509208374642753e-06,3.526819081112187e-06,2.9354534574199675e-06
OCCUPATION_TYPE_Accountants,5.7711181700170756e-08,1.976869345481418e-07,1.1399617638740978e-07,1.3893529704489538e-07,3.419945775462452e-07,-6.412398334543212e-08,-2.4224615913226444e-07
OCCUPATION_TYPE_Unknown,4.559893678202087e-08,6.993261608061384e-08,9.61842736568741e-08,-2.493710438145058e-08,-1.4249774027419448e-08,1.5674751463468084e-07,1.4249774027419448e-08
FLAG_DOCUMENT_12,3.847421354841174e-08,1.2211231636150308e-07,4.987332713479731e-08,2.3512127211855471e-07,-1.460601840586051e-07,-1.1102230246251565e-16,5.343665265833408e-08
NAME_FAMILY_STATUS_Civil marriage,3.562414532254365e-08,2.832354963879436e-07,8.193475165008124e-08,-1.2112307956613222e-07,-2.2087149798011296e-07,-1.2824796657984194e-07,5.664285190887242e-07
"NAME_TYPE_SUITE_Spouse, partner",3.2061840404828956e-08,4.2211535229791206e-08,4.2748566020378576e-08,5.69990963317224e-08,8.906108794892731e-08,3.562443451343711e-09,-3.206199172822721e-08
NAME_FAMILY_STATUS_Separated,3.134946517935333e-08,9.29900205348e-08,1.0687141505094644e-08,-7.124887035914185e-08,-2.137466093010687e-08,3.5624435179570924e-08,2.030592805013498e-07
WALLSMATERIAL_MODE_Wooden,3.134945256721977e-08,3.213318836313085e-08,1.4249522006792859e-08,6.056153978306611e-08,7.124887035914185e-08,-1.7812217589785462e-08,2.8499548276883502e-08
OCCUPATION_TYPE_Managers,3.063701423666743e-08,2.8104947650942834e-08,-1.1102230246251565e-16,7.837375748387387e-08,4.274932230430295e-08,7.124886902687422e-09,2.4937104603495186e-08
NAME_HOUSING_TYPE_Office apartment,7.838005910976165e-09,1.0276532187744608e-07,-1.7811902519593303e-07,1.2824796669086425e-07,2.84995481658612e-08,6.412398334543212e-08,-3.562443451343711e-09
NAME_HOUSING_TYPE_House / apartment,7.837400928245586e-09,2.1422090100912806e-08,-7.124761114418732e-09,-2.4937104603495186e-08,3.5624435179570924e-08,1.4249774027419448e-08,2.1374661152151475e-08
FLAG_OWN_CAR_Y,5.699997873698237e-09,4.94448133389495e-08,-2.4936663511887502e-08,1.0331086197634676e-07,-2.4937104603495186e-08,-3.5624435623660133e-09,-2.137466093010687e-08
FLAG_OWN_CAR_N,5.699997873698237e-09,4.94448133389495e-08,-2.4936663511887502e-08,1.0331086197634676e-07,-2.4937104603495186e-08,-3.5624435623660133e-09,-2.137466093010687e-08
OCCUPATION_TYPE_Medicine staff,7.12249281775712e-10,1.709585974516797e-07,6.768522964328838e-08,2.351212720075324e-07,8.193620093521758e-08,-1.3181041014220796e-07,-2.4937104603495186e-07
NAME_HOUSING_TYPE_Rented apartment,-3.65374397404139e-13,9.392928372836358e-08,1.0330903477129283e-07,-8.9061087837905e-08,1.139981926634448e-07,-1.1043574899005648e-07,-1.781221747876316e-08
EMERGENCYSTATE_MODE_Unknown,-7.12224035304132e-10,4.786907592593929e-08,-7.480999064668481e-08,1.7812217700807764e-08,-2.1374661041129173e-08,3.562443451343711e-09,7.124887035914185e-08
NAME_EDUCATION_TYPE_Secondary / secondary special,-7.12917169742866e-10,1.9188816116758907e-07,1.211209372797839e-07,7.481131392150786e-08,-3.740565691634501e-07,2.137466093010687e-08,1.5318507118333713e-07
WEEKDAY_APPR_PROCESS_START_THURSDAY,-1.4249774027419449e-09,1.1620339090562107e-08,1.1102230246251565e-16,3.562443451343711e-09,-3.562443451343711e-09,1.4249774027419448e-08,-2.1374661152151475e-08
FLAG_OWN_REALTY_N,-1.4250025603956828e-09,1.0226115625467532e-08,7.124761114418732e-09,-1.0687330465053435e-08,-7.124887124732027e-09,-1.0687330465053435e-08,1.4249774138441751e-08
FLAG_OWN_REALTY_Y,-1.4250025603956828e-09,1.0226115625467532e-08,7.124761114418732e-09,-1.0687330465053435e-08,-7.124887124732027e-09,-1.0687330465053435e-08,1.4249774138441751e-08
EMERGENCYSTATE_MODE_No,-2.137491339482267e-09,9.452206152269679e-09,7.124761003396429e-09,-7.124887124732027e-09,7.124887124732027e-09,-1.7812217700807764e-08,0.0
ORGANIZATION_TYPE_Trade: type 7,-2.8497910031788363e-09,2.9534623954474755e-06,-4.631094652207679e-08,4.135996922394192e-06,-8.54986443865613e-08,1.0259837326387355e-06,-5.044420019140183e-06
HOUSETYPE_MODE_block of flats,-3.5624938998779497e-09,2.694296982883026e-08,1.4249522006792859e-08,-1.781221747876316e-08,0.0,-4.631176575564666e-08,3.206199172822721e-08
HOUSETYPE_MODE_specific housing,-4.274528975223291e-09,1.1054791062841727e-07,-1.1399617616536517e-07,7.124887035914185e-08,1.460601841696274e-07,-1.46060184391672e-07,2.1374661152151475e-08
WALLSMATERIAL_MODE_Monolithic,-4.274743226062583e-09,4.2355421362292485e-08,-5.343570763649552e-08,2.1374661152151475e-08,5.69990963317224e-08,-4.987420942903498e-08,3.562443451343711e-09
HOUSETYPE_MODE_terraced house,-4.274856602037858e-09,3.291354582477323e-08,-2.137428312121159e-08,4.631176575564666e-08,7.124887013709724e-09,0.0,-5.343665265833408e-08
NAME_HOUSING_TYPE_Municipal apartment,-5.699796190583584e-09,1.1361008995213478e-07,-3.206142451528393e-08,6.056153978306611e-08,-1.3537285359355167e-07,-9.974841852500305e-08,1.7812217589785462e-07
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,-6.412511743825178e-09,2.3565856644565746e-08,3.206142451528393e-08,7.124887124732027e-09,-3.5624435179570924e-08,-1.7812217589785462e-08,-1.7812217589785462e-08
NAME_CONTRACT_TYPE_Revolving loans,-7.83727491793229e-09,1.3778724538070751e-08,-2.8499044013585717e-08,-3.5624435623660133e-09,-1.781221747876316e-08,-1.1102230246251565e-16,1.0687330576075738e-08
NAME_CONTRACT_TYPE_Cash loans,-7.83727491793229e-09,1.3778724538070751e-08,-2.8499044013585717e-08,-3.5624435623660133e-09,-1.781221747876316e-08,-1.1102230246251565e-16,1.0687330576075738e-08
NAME_FAMILY_STATUS_Single / not married,-7.837337956395628e-09,8.971135240723438e-08,-1.0687141616116946e-08,1.4249774027419448e-08,-1.5674751463468084e-07,-1.0687330576075738e-08,1.2468552301747593e-07
WEEKDAY_APPR_PROCESS_START_MONDAY,-9.262340583404694e-09,3.094203405798715e-08,-3.5623805016982146e-09,-5.3436652769356385e-08,-1.7812217589785462e-08,-1.4249774249464053e-08,4.274932219328065e-08
EMERGENCYSTATE_MODE_Yes,-9.974841841398074e-09,3.711785790542783e-08,0.0,-4.987420920699037e-08,-2.4937104603495186e-08,-3.206199172822721e-08,5.69990963317224e-08
OCCUPATION_TYPE_Core staff,-1.0687002838238868e-08,1.6860544131202653e-07,-9.262189315517588e-08,2.1374661107742554e-07,-4.987420920699037e-08,1.3537285370457397e-07,-2.600583766110276e-07
WEEKDAY_APPR_PROCESS_START_SATURDAY,-1.1399806609801998e-08,2.30212188052545e-08,-3.5623805016982146e-09,2.4937104603495186e-08,-1.4249773916397146e-08,-1.7812217589785462e-08,-4.631176564462436e-08
CNT_CHILDREN,-1.1400184662946344e-08,7.395425046855321e-08,1.0330903477129283e-07,-6.412398323440982e-08,-7.837375737285157e-08,-6.768642679677583e-08,4.9874209318012674e-08
FONDKAPREMONT_MODE_Unknown,-1.2112194491820106e-08,3.346415472266455e-08,-3.206142451528393e-08,-1.0687330576075738e-08,-6.412398323440982e-08,2.1374661152151475e-08,2.493710471451749e-08
CNT_FAM_MEMBERS,-1.3537524767848197e-08,4.434590233694559e-08,6.768522964328838e-08,-1.781221747876316e-08,-6.412398323440982e-08,-3.918687874193694e-08,-1.4249774027419448e-08
"WALLSMATERIAL_MODE_Stone, brick",-1.4249585000847276e-08,3.6119529035610913e-08,-5.343570763649552e-08,3.9186878630914634e-08,-4.987420920699037e-08,-2.1374661041129173e-08,1.4249774249464053e-08
WALLSMATERIAL_MODE_Panel,-1.6387164536446618e-08,4.702424642025471e-08,-2.1374283010189288e-08,-4.274932219328065e-08,-3.5624435179570924e-08,-5.6999096220700096e-08,7.481131392150786e-08
NAME_HOUSING_TYPE_With parents,-1.852451725348203e-08,3.826252735439115e-08,-5.343570763649552e-08,-6.056153978306611e-08,-7.124887013709724e-09,4.631176564462436e-08,-1.781221747876316e-08
WALLSMATERIAL_MODE_Block,-1.8524781908446643e-08,7.007784808827786e-08,2.137428312121159e-08,7.124887013709724e-08,-1.2468552301747593e-07,-7.124887035914185e-08,1.0687330576075738e-08
WEEKDAY_APPR_PROCESS_START_TUESDAY,-1.923709416207231e-08,6.613490517371374e-08,-2.8499044013585717e-08,2.1374661041129173e-08,-4.987420920699037e-08,-1.175606360037662e-07,7.837375737285157e-08
