iter	Logloss
157	0.2418737205
158	0.2418536545
159	0.2418151648
160	0.2417536005
161	0.2417532645
162	0.2417125314
163	0.241682129
164	0.2416398878
165	0.2416149503
166	0.2416071576
167	0.2415539348
168	0.241518407
169	0.2414786942
170	0.2414354828
171	0.2413788146
172	0.2413357999
173	0.2412952708
174	0.2412246866
175	0.2411745358
176	0.2411342166
177	0.2410960495
178	0.2410403837
179	0.2410115328
180	0.2409835577
181	0.2409297302
182	0.24091854
183	0.240908745
184	0.2408421492
185	0.240818031
186	0.2407858955
187	0.240749584
188	0.2407061177
189	0.2406549006
190	0.2406490889
191	0.2405802315
192	0.2405258947
193	0.2404857451
194	0.2404511791
195	0.2404056647
196	0.2403633908
197	0.2403444738
198	0.2403106636
199	0.2402995363
200	0.2402657841
201	0.2402264743
202	0.2401917104
203	0.2401784869
204	0.2401444728
205	0.2400944564
206	0.2400568471
207	0.2400227643
208	0.2399811219
209	0.2399733414
210	0.2399210264
211	0.2398678988
212	0.2398205651
213	0.2398023431
214	0.2397665115
215	0.2397325106
216	0.2397122198
217	0.2396585804
218	0.2396266351
219	0.239600843
220	0.239563996
221	0.2395250071
222	0.2394739288
223	0.239443209
224	0.2394015242
225	0.2393420539
226	0.2392992219
227	0.2392664993
228	0.2392391814
229	0.2392140478
230	0.2391640904
231	0.2391449158
232	0.2390960796
233	0.2390673203
234	0.2390469774
235	0.2390069438
236	0.2389940564
237	0.2389545482
238	0.2389488963
239	0.2389484368
240	0.2389115191
241	0.2388659961
242	0.2388265261
243	0.2387723548
244	0.2387482866
245	0.2387167619
246	0.2387007165
247	0.2386766593
248	0.2386430504
249	0.2386161835
250	0.2385646384
251	0.2385457519
252	0.2385066485
253	0.2384816659
254	0.2384602336
255	0.2384014787
256	0.2383643559
257	0.2383142857
258	0.238265908
259	0.2382608402
260	0.2382395871
261	0.2381798094
262	0.2381343147
263	0.2380915287
264	0.2380458687
265	0.2380300706
266	0.2379891692
267	0.2379572972
268	0.2379347245
269	0.2379076081
270	0.2378955514
271	0.2378750296
272	0.237846401
273	0.2378072605
274	0.2377667065
275	0.2377343421
276	0.2376782267
277	0.2376492362
278	0.237611505
279	0.2375987584
280	0.2375649844
281	0.2375456418
282	0.2375230822
283	0.2375212521
284	0.2374658528
285	0.2374450539
286	0.2374329194
287	0.2374147853
288	0.2373932896
289	0.2373618229
290	0.2373467044
291	0.2372782327
292	0.2372517086
293	0.2372291499
294	0.2372049785
295	0.2371767298
296	0.237122264
297	0.2370802542
298	0.2370234014
299	0.2370136342
300	0.2369766686
301	0.2369450981
302	0.2369065435
303	0.236889911
304	0.2368476211
305	0.2368071977
306	0.2367591758
307	0.2367376916
308	0.2367240576
309	0.2366850579
310	0.2366401759
311	0.2366384657
312	0.2365962098
313	0.2365747109
314	0.2365258609
315	0.236493548
316	0.2364448869
317	0.2364400736
318	0.236409819
319	0.2363810552
320	0.2363383655
321	0.2362986992
322	0.2362649028
323	0.2362277892
324	0.2362171619
325	0.2361912427
326	0.23617962
327	0.2361516763
328	0.236103933
329	0.2360844839
330	0.2360552924
331	0.2360214428
332	0.2359918208
333	0.2359899457
334	0.2359810882
335	0.2359554865
336	0.235925861
337	0.2358873974
338	0.2358539729
339	0.2358152132
340	0.2357951443
341	0.2357574812
342	0.2357438867
343	0.2357190172
344	0.2356814406
345	0.2356598276
346	0.2356113959
347	0.2355901312
348	0.2355654724
349	0.2355555585
350	0.2355117597
351	0.2354960596
352	0.2354430685
353	0.2354344956
354	0.235401354
355	0.2353768639
356	0.2353539242
357	0.2353356785
358	0.2353075495
359	0.2352722188
360	0.2352177074
361	0.2352112876
362	0.2351730435
363	0.2351538884
364	0.235111886
365	0.235074519
366	0.235051929
367	0.2350421172
368	0.2350208869
369	0.2349834749
370	0.2349609168
371	0.2349208923
372	0.2349014334
373	0.2348713255
374	0.2348337473
375	0.2348101895
376	0.2347891618
377	0.2347817394
378	0.23472871
379	0.2347008615
380	0.2346493614
381	0.2346278232
382	0.234592794
383	0.2345644211
384	0.2345350309
385	0.2345126923
386	0.2344844516
387	0.2344386567
388	0.2344035514
389	0.2343646517
390	0.2343274226
391	0.2343057217
392	0.2342940245
393	0.2342605579
394	0.2342334901
395	0.2342151777
396	0.2341885296
397	0.2341632947
398	0.2341606267
399	0.2341511821
400	0.2341002156
401	0.2340670806
402	0.2340516521
403	0.2340169094
404	0.2340011697
405	0.2339569382
406	0.2339289298
407	0.2338925769
408	0.2338552293
409	0.2338127427
410	0.2337822331
411	0.2337541425
412	0.2337122102
413	0.233695383
414	0.2336721956
415	0.2336579202
416	0.2336156136
417	0.2335888827
418	0.2335488773
419	0.233527203
420	0.233497302
421	0.2334570374
422	0.2334439842
423	0.2334137076
424	0.2333936003
425	0.2333568476
426	0.2333473592
427	0.2333086482
428	0.2332979341
429	0.2332702085
430	0.2332595434
431	0.2332399665
432	0.2332151689
433	0.2332021763
434	0.2331821884
435	0.2331516515
436	0.2331267415
437	0.233079077
438	0.2330320122
439	0.2329962822
440	0.2329571224
441	0.2329444399
442	0.2329210327
443	0.2329178517
444	0.2328922055
445	0.2328661635
446	0.2328524318
447	0.2328119361
448	0.2327701152
449	0.2327555007
450	0.2327259295
451	0.2326862813
452	0.2326368216
453	0.2326143046
454	0.2325767437
455	0.2325533768
456	0.232541761
457	0.2325128672
458	0.2324783569
459	0.2324318211
460	0.2324152445
461	0.2323867418
462	0.2323815007
463	0.2323503519
464	0.2323115748
465	0.2322828898
466	0.2322674146
467	0.2322348644
468	0.2322057345
469	0.2321962147
470	0.2321535355
471	0.2321305426
472	0.2321138047
473	0.2320863356
474	0.2320588409
475	0.2320434503
476	0.2319992904
477	0.231961513
478	0.2319474404
479	0.2319172484
480	0.2318921281
481	0.2318605135
482	0.2318505538
483	0.2318299305
484	0.2318121898
485	0.2317908931
486	0.231771808
487	0.2317475289
488	0.2317279396
489	0.2316896658
490	0.2316338639
491	0.2315936379
492	0.2315749042
493	0.2315619488
494	0.2315416527
495	0.2314993887
496	0.2314757694
497	0.231443817
498	0.2314005747
499	0.2313638229
500	0.2313247683
501	0.2312950077
502	0.2312609995
503	0.2312246884
504	0.2312032446
505	0.231180759
506	0.2311685859
507	0.2311648442
508	0.2311469946
509	0.23111203
510	0.2310715225
511	0.2310368338
512	0.2310330979
513	0.2309940732
514	0.2309601443
515	0.2309394644
516	0.2309273827
517	0.230898783
518	0.2308500965
519	0.2308077426
520	0.2307976595
521	0.2307945971
522	0.2307695274
523	0.2307299322
524	0.230701365
525	0.2306797319
526	0.2306634763
527	0.2306264519
528	0.230579181
529	0.2305396361
530	0.2305073143
531	0.2304524429
532	0.2304160041
533	0.2304050496
534	0.2303972749
535	0.2303709178
536	0.2303533827
537	0.2303178426
538	0.2302658247
539	0.2302478367
540	0.230225816
541	0.2302028829
542	0.2302013944
543	0.2301586151
544	0.2301403901
545	0.2300990153
546	0.230066091
547	0.230037535
548	0.2300085241
549	0.2299932181
550	0.229978358
551	0.2299636293
552	0.2299318427
553	0.229923937
554	0.2299074296
555	0.2299009213
556	0.2298714079
557	0.2298465115
558	0.2298115404
559	0.2297625267
560	0.2297404885
561	0.2297075502
562	0.229672349
563	0.2296566162
564	0.2296387691
565	0.2296161792
566	0.2296023998
567	0.2295859434
568	0.2295361904
569	0.2295271266
570	0.2294999179
571	0.2294782538
572	0.229461557
573	0.229431084
574	0.2293811583
575	0.2293472289
576	0.2293295338
577	0.2293104562
578	0.2292931144
579	0.2292638665
580	0.2292301353
581	0.2292042502
582	0.2291613103
583	0.2291247403
584	0.229103373
585	0.2290788169
586	0.2290508474
587	0.2290296948
588	0.2290086188
589	0.2289757162
590	0.2289431803
591	0.2289057365
592	0.22889368
593	0.2288668731
594	0.2288225485
595	0.2287946233
596	0.2287705711
597	0.2287554698
598	0.228721429
599	0.2287026235
600	0.2286897203
601	0.2286542944
602	0.2286295537
603	0.2286079455
604	0.2285860556
605	0.228581321
606	0.2285637713
607	0.2285239677
608	0.2284961617
609	0.2284675786
610	0.2284440195
611	0.2284146214
612	0.2283872015
613	0.2283507771
614	0.2283265173
615	0.2283046043
616	0.2282770314
617	0.2282513971
618	0.2282437127
619	0.22821224
620	0.228193021
621	0.2281609476
622	0.2281420031
623	0.2281265257
624	0.2281181277
625	0.2280826205
626	0.2280680686
627	0.2280598127
628	0.2280369082
629	0.2280220313
630	0.2280146257
631	0.2280078863
632	0.2279956056
633	0.2279707789
634	0.2279563206
635	0.2279128823
636	0.2278894261
637	0.2278414477
638	0.2278132948
639	0.2277960748
640	0.2277829516
641	0.2277638586
642	0.227744581
643	0.2277333903
644	0.2277137286
645	0.2276878376
646	0.2276683834
647	0.2276512765
648	0.2276169848
649	0.227601319
650	0.2275520849
651	0.2275363532
652	0.2275189638
653	0.2275081691
654	0.2274896569
655	0.2274641586
656	0.2274517732
657	0.2274348162
658	0.2274302428
659	0.2274148063
660	0.2273821631
661	0.2273724411
662	0.2273325639
663	0.2273042526
664	0.2272672193
665	0.2272604689
666	0.2272257735
667	0.2272206437
668	0.2271944983
669	0.2271683943
670	0.2271359888
671	0.2271288093
672	0.2271151127
673	0.2270982881
674	0.2270586757
675	0.2270258002
676	0.2270127338
677	0.2269801323
678	0.226951377
679	0.2269337178
680	0.2269245415
681	0.2269063073
682	0.226885467
683	0.2268746307
684	0.2268659694
685	0.2268558707
686	0.226823575
687	0.2268149071
688	0.2268000602
689	0.2267585286
690	0.2267311689
691	0.2267201771
692	0.2266784517
693	0.2266440885
694	0.2266052819
695	0.2265845108
696	0.2265497414
697	0.2265469123
698	0.2265266142
699	0.2264906487
700	0.2264785273
701	0.2264514199
702	0.2264437826
703	0.2264153337
704	0.2263945181
705	0.2263675495
706	0.2263652182
707	0.2263542275
708	0.2263429068
709	0.2263241098
710	0.2263075015
711	0.226292105
712	0.2262690991
713	0.2262277573
714	0.2261979369
715	0.2261674297
716	0.2261440911
717	0.2261223728
718	0.2261174762
719	0.2260705158
720	0.2260479009
721	0.2260351688
722	0.2260301491
723	0.2260156227
724	0.2259815542
725	0.225968353
726	0.2259615635
727	0.2259379997
728	0.2259083316
729	0.2258965758
730	0.2258843521
731	0.2258381169
732	0.2258003189
733	0.2257661332
734	0.2257455638
735	0.2257166696
736	0.2256763725
737	0.2256630152
738	0.2256358131
739	0.225615619
740	0.2255839599
741	0.2255617361
742	0.2255421749
743	0.2255163967
744	0.2254778666
745	0.2254662774
746	0.2254155132
747	0.2253781601
748	0.2253548888
749	0.2253306978
750	0.2253195609
751	0.2253008266
752	0.2252760167
753	0.2252555493
754	0.2252286113
755	0.2252055632
756	0.2251926735
757	0.2251889825
758	0.2251751568
759	0.2251475219
760	0.2251224426
761	0.2251059531
762	0.2250766421
763	0.2250445545
764	0.2250255732
765	0.2250094524
766	0.224975933
767	0.2249648282
768	0.2249524708
769	0.224947681
770	0.2249387395
771	0.2249185801
772	0.22490151
773	0.2248737234
774	0.2248405266
775	0.2248366683
776	0.2248127118
777	0.2247648787
778	0.2247595815
779	0.2247412447
780	0.2247370318
781	0.224711406
782	0.2246785081
783	0.22463602
784	0.2245944383
785	0.2245807925
786	0.2245683558
787	0.2245596101
788	0.2245268433
789	0.2245074922
790	0.2244803576
791	0.224464278
792	0.2244496453
793	0.2244237308
794	0.2243873691
795	0.2243806811
796	0.2243599442
797	0.2243221386
798	0.2243100058
799	0.2242877539
800	0.2242722967
801	0.2242686515
802	0.2242486176
803	0.2242380461
804	0.2242187418
805	0.2241716244
806	0.2241639908
807	0.2241570269
808	0.2241358789
809	0.2241188867
810	0.2241071387
811	0.2240816554
812	0.2240653147
813	0.2240575057
814	0.2240458058
815	0.2240273586
816	0.224008337
817	0.2239634642
818	0.223951233
819	0.2239402565
820	0.223925697
821	0.2239159924
822	0.2238883361
823	0.2238558604
824	0.2238396799
825	0.2238272796
826	0.223822773
827	0.2237966856
828	0.2237927866
829	0.2237818916
830	0.2237664678
831	0.2237408703
832	0.2237173624
833	0.2236963582
834	0.2236685202
835	0.2236559185
836	0.2236474686
837	0.2236174488
838	0.2236002968
839	0.2235968468
840	0.2235800162
841	0.2235597228
842	0.2235305502
843	0.2235050595
844	0.2234692419
845	0.2234235116
846	0.2233936825
847	0.2233468809
848	0.2233395494
849	0.2233173781
850	0.2232980372
851	0.2232808311
852	0.2232754237
853	0.2232487083
854	0.2232277637
855	0.2232051448
856	0.2231935784
857	0.223164253
858	0.2231414553
859	0.223100427
860	0.2230842143
861	0.2230523822
862	0.2230204493
863	0.2230141333
864	0.2230044894
865	0.2229697914
866	0.2229325313
867	0.2229270263
868	0.22291515
869	0.2229032843
870	0.2228976822
871	0.222866518
872	0.2228355894
873	0.2228194263
874	0.2228014488
875	0.2227694153
876	0.2227369668
877	0.2227196156
878	0.2227051009
879	0.2226816158
880	0.2226648139
881	0.2226444127
882	0.222613138
883	0.2225713581
884	0.2225500172
885	0.2225195435
886	0.2225001568
887	0.2224760768
888	0.2224558136
889	0.2224480433
890	0.222425497
891	0.2224080544
892	0.2223675063
893	0.2223497481
894	0.2223188152
895	0.2222988679
896	0.2222665478
897	0.2222331663
898	0.2222084228
899	0.2221912009
900	0.2221752383
901	0.2221376223
902	0.2221132552
903	0.2220712465
904	0.2220576973
905	0.2220204466
906	0.221992583
907	0.2219586771
908	0.2219494302
909	0.2219238054
910	0.2218832922
911	0.2218720936
912	0.2218648076
913	0.2218245057
914	0.2218019823
915	0.2217701
916	0.2217469354
917	0.2217399071
918	0.2217168961
919	0.2216975211
920	0.2216820515
921	0.221677004
922	0.2216507459
923	0.2216150725
924	0.2215880186
925	0.2215802589
926	0.221550307
927	0.2215193961
928	0.2214897292
929	0.221460396
930	0.2214379166
931	0.2214121911
932	0.2213813736
933	0.2213554899
934	0.2213436602
935	0.2213210226
936	0.2212796567
937	0.2212501321
938	0.2212229141
939	0.2211923328
940	0.2211699989
941	0.2211633934
942	0.2211436105
943	0.2211310708
944	0.2211115173
945	0.2210921256
946	0.2210528411
947	0.2210376269
948	0.2209908393
949	0.22096595
950	0.220937817
951	0.2208978376
952	0.2208629259
953	0.2208472104
954	0.2208432187
955	0.220825313
956	0.2208151578
957	0.2207990597
958	0.2207842398
959	0.2207734641
960	0.2207473347
961	0.2207337802
962	0.2207156516
963	0.2207036356
964	0.2206982972
965	0.2206836567
966	0.2206650037
967	0.2206420662
968	0.2206165555
969	0.220590546
970	0.2205713099
971	0.2205618485
972	0.2205347537
973	0.2204996416
974	0.2204873925
975	0.2204631812
976	0.22043704
977	0.2204150792
978	0.2204021798
979	0.2203824756
980	0.2203596688
981	0.220337732
982	0.220298146
983	0.220274267
984	0.220241671
985	0.2202070257
986	0.220197289
987	0.2201695061
988	0.2201267048
989	0.2201195599
990	0.2201161034
991	0.2201008898
992	0.2200691329
993	0.2200656006
994	0.2200353234
995	0.2200068936
996	0.2199873942
997	0.219945258
998	0.2199391749
999	0.2199074609
